sample_id,shard_file,offset,severity,noise_target,snr_target,bandwidth_target,bit_target,method,pesq,stoi,estoi,si_sdr,lsd,hf_lsd,delta_stoi_vs_base,delta_estoi_vs_base,delta_si_sdr_vs_base,delta_lsd_vs_base,delta_hf_lsd_vs_base
adaptive_shard_00003.pt:236,adaptive_shard_00003.pt,236,clean,0.0,0.0,0,0,v1_s0p75,nan,0.9293200433886832,0.8500330265615028,16.4603388181903,6.993057727813721,6.150129795074463,-0.0033671737249731937,-0.01672968158185595,0.13076754685929615,-2.127896785736084,-3.2012181282043457
adaptive_shard_00003.pt:237,adaptive_shard_00003.pt,237,light,0.0,0.0,1,1,degraded,nan,0.9799481665782344,0.9519016634481747,19.078428741718238,12.337315559387207,15.119274139404297,0.05607497320937338,0.08643790800798612,5.081110586464741,-2.914003372192383,-3.9654407501220703
adaptive_shard_00003.pt:237,adaptive_shard_00003.pt,237,light,0.0,0.0,1,1,base,nan,0.923873193368861,0.8654637554401886,13.997318155253497,15.25131893157959,19.084714889526367,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:237,adaptive_shard_00003.pt,237,light,0.0,0.0,1,1,v1_s0p75,nan,0.9203985398756058,0.8515372570998416,14.138109889297056,13.520262718200684,15.850046157836914,-0.003474653493255153,-0.013926498340346982,0.1407917340435585,-1.7310562133789062,-3.234668731689453
adaptive_shard_00003.pt:238,adaptive_shard_00003.pt,238,medium,1.0,22.962512969970703,2,2,degraded,nan,0.7323481262574493,0.6466614430496453,12.787056111406399,23.619081497192383,27.720142364501953,0.07220986884201352,0.022772400549918692,0.6818633000302547,8.578851699829102,10.183753967285156
adaptive_shard_00003.pt:238,adaptive_shard_00003.pt,238,medium,1.0,22.962512969970703,2,2,base,nan,0.6601382574154357,0.6238890424997267,12.105192811376144,15.040229797363281,17.536388397216797,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:238,adaptive_shard_00003.pt,238,medium,1.0,22.962512969970703,2,2,v1_s0p75,nan,0.6596774736344393,0.6225877943752645,12.218108565784895,15.33857536315918,17.42139434814453,-0.00046078378099645434,-0.0013012481244621954,0.11291575440875157,0.29834556579589844,-0.11499404907226562
adaptive_shard_00003.pt:239,adaptive_shard_00003.pt,239,heavy,1.0,9.705694198608398,2,3,degraded,nan,0.6381228521103058,0.4844819720300511,7.891109436053542,33.576072692871094,38.03752517700195,-0.023461896303680896,-0.033978022910528594,-3.4598504560783176,19.68065071105957,22.890647888183594
adaptive_shard_00003.pt:239,adaptive_shard_00003.pt,239,heavy,1.0,9.705694198608398,2,3,base,nan,0.6615847484139867,0.5184599949405797,11.35095989213186,13.895421981811523,15.14687728881836,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:239,adaptive_shard_00003.pt,239,heavy,1.0,9.705694198608398,2,3,v1_s0p75,nan,0.6610308420199219,0.5174013105860652,11.42085524369903,14.445575714111328,15.691627502441406,-0.0005539063940648292,-0.0010586843545145053,0.06989535156717075,0.5501537322998047,0.5447502136230469
adaptive_shard_00003.pt:240,adaptive_shard_00003.pt,240,clean,0.0,0.0,0,0,degraded,nan,0.9999999986613213,0.9999999988212777,94.3369730091479,2.0979509353637695,2.098499298095703,0.0708017397636379,0.09518466359353128,68.70957719917621,-15.631218910217285,-16.367799758911133
adaptive_shard_00003.pt:240,adaptive_shard_00003.pt,240,clean,0.0,0.0,0,0,base,nan,0.9291982588976834,0.9048153352277464,25.627395809971695,17.729169845581055,18.466299057006836,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:240,adaptive_shard_00003.pt,240,clean,0.0,0.0,0,0,v1_s0p75,nan,0.9268170518785576,0.8967392847472212,25.488489719331206,8.04064655303955,6.270812034606934,-0.0023812070191258083,-0.008076050480525176,-0.1389060906404893,-9.688523292541504,-12.195487022399902
adaptive_shard_00003.pt:241,adaptive_shard_00003.pt,241,light,0.0,0.0,1,1,degraded,nan,0.9796776066970728,0.9495489367242141,27.66825114667478,10.737339973449707,13.080580711364746,0.09378108746367686,0.07126724307887067,3.1756995091466287,-9.712410926818848,-10.467612266540527
