sample_id,severity,method,si_sdr,lsd,hf_lsd,stoi,estoi
adaptive_shard_00000.pt:22,medium,base,25.571714214688512,15.133769989013672,15.586050033569336,0.6119124349800822,0.47718222299386226
adaptive_shard_00000.pt:22,medium,v1_uncond,25.967773640089924,15.394639015197754,15.44765567779541,0.6105784066978758,0.4844229371164347
adaptive_shard_00000.pt:22,medium,v1_cond,25.974040525727105,15.3934326171875,15.451183319091797,0.6105930146155041,0.4843724534928834
adaptive_shard_00000.pt:23,heavy,base,20.095693822678072,14.340049743652344,13.826431274414062,0.4620446945158894,0.4235370730807957
adaptive_shard_00000.pt:23,heavy,v1_uncond,20.22426262201858,14.693037986755371,14.022626876831055,0.46262186556413787,0.4229827463293617
adaptive_shard_00000.pt:23,heavy,v1_cond,20.223821901893686,14.668684959411621,14.006779670715332,0.4625731531873707,0.42302840615298604
adaptive_shard_00000.pt:24,clean,base,23.715407886533054,10.648387908935547,10.350049018859863,0.943960598690521,0.9595093324627245
adaptive_shard_00000.pt:24,clean,v1_uncond,23.765868540732423,6.967091083526611,6.41269588470459,0.9433258741308089,0.9571929158808565
adaptive_shard_00000.pt:24,clean,v1_cond,23.782494109817268,6.967841625213623,6.416413307189941,0.943320451829117,0.9571806238201777
adaptive_shard_00000.pt:25,light,base,21.052123412872202,11.801362991333008,12.67045783996582,0.8584758201597318,0.8324712997228393
adaptive_shard_00000.pt:25,light,v1_uncond,21.18841311054071,9.744176864624023,10.65938663482666,0.8577723303126206,0.8331349193848623
adaptive_shard_00000.pt:25,light,v1_cond,21.19573733938717,9.743338584899902,10.660408020019531,0.8577753048814545,0.8331482319211984
adaptive_shard_00000.pt:26,medium,base,19.083901453848686,13.060620307922363,13.679698944091797,0.8478963002928382,0.7904619129186365
adaptive_shard_00000.pt:26,medium,v1_uncond,19.175723313506797,12.373547554016113,13.791979789733887,0.8490027785478214,0.7920467793391517
adaptive_shard_00000.pt:26,medium,v1_cond,19.178881557647298,12.373303413391113,13.79113483428955,0.8489982439367223,0.792022352025116
adaptive_shard_00000.pt:27,heavy,base,14.963406543655944,14.365139961242676,14.817743301391602,0.8024305903946984,0.6123613857457761
adaptive_shard_00000.pt:27,heavy,v1_uncond,15.024098657990058,13.268500328063965,14.008970260620117,0.8029846445006893,0.612348451258699
adaptive_shard_00000.pt:27,heavy,v1_cond,15.025617324117045,13.316353797912598,14.041837692260742,0.8029354380246306,0.6123341523343426
adaptive_shard_00000.pt:28,clean,base,23.46623859436687,9.511873245239258,9.480996131896973,0.9060866893656929,0.8697871343049698
adaptive_shard_00000.pt:28,clean,v1_uncond,23.73919400900349,6.905016899108887,6.188632488250732,0.9062172629712013,0.8672099220179942
adaptive_shard_00000.pt:28,clean,v1_cond,23.74347836238111,6.90312385559082,6.187710762023926,0.9062249422561144,0.8671496637530557
adaptive_shard_00000.pt:29,light,base,16.049502161203787,13.320977210998535,15.991722106933594,0.9192239784706508,0.8749516918106802
adaptive_shard_00000.pt:29,light,v1_uncond,16.1785231437277,11.738777160644531,13.62209415435791,0.9188181745128814,0.8726735767461584
adaptive_shard_00000.pt:29,light,v1_cond,16.17929847162229,11.735939025878906,13.61822509765625,0.9188149131475846,0.8726624715586578
adaptive_shard_00000.pt:30,medium,base,7.045112222745726,14.036253929138184,15.39621353149414,0.7022019758193131,0.6434218993183658
adaptive_shard_00000.pt:30,medium,v1_uncond,7.119701864384118,14.316855430603027,15.960537910461426,0.7019496194458625,0.6442268148280176
adaptive_shard_00000.pt:30,medium,v1_cond,7.118659772238609,14.315464973449707,15.959757804870605,0.7019596353073775,0.6442204832682367
adaptive_shard_00000.pt:31,heavy,base,7.4919275472114695,13.624129295349121,14.167668342590332,0.6521805220815965,0.5532419995425585
adaptive_shard_00000.pt:31,heavy,v1_uncond,7.533319269494879,13.794528007507324,14.526708602905273,0.6532056806295211,0.5563142853528095
adaptive_shard_00000.pt:31,heavy,v1_cond,7.530884728510529,13.778822898864746,14.507758140563965,0.6531387780400482,0.556069894145552
adaptive_shard_00000.pt:32,clean,base,16.733401614298895,11.190496444702148,11.26935863494873,0.8520489152073502,0.7762314194060619
adaptive_shard_00000.pt:32,clean,v1_uncond,16.86345308980189,8.927496910095215,7.884286403656006,0.8518451187898147,0.7756094229777368
adaptive_shard_00000.pt:32,clean,v1_cond,16.86417867416339,8.9273099899292,7.88686990737915,0.8518141054186374,0.7755772352869514
